MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C000392","LABORERS LOCAL NO 1104 VOLUNTARY PAC","July Quarterly Report","2019","Full Disclosure","74000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","74000.0000","169.5000","0.0000","0.0000","0.0000","0.0000","169.5000","48023.0000","1000.0000","0.0000","0.0000","1000.0000","49023.0000","0.0000","0.0000","50.0000","50.0000","34083.0200","0.0000","1050.0000","0.0000","1050.0000","33033.0200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061029","SEIU LOCAL 1 MISSOURI DIVISION PAC","July Quarterly Report","2019","Full Disclosure","0.0000","2000.0000","0.0000","0.0000","2000.0000","0.0000","2000.0000","0.0000","84.0000","0.0000","0.0000","84.0000","84.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","84.9100","2000.0000","84.0000","0.0000","84.0000","2000.9100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000769","Glaziers Architectural Metal & Glassworkers Local Union No 513 Political Action Fund","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3370.0000","500.0000","0.0000","0.0000","500.0000","3870.0000","1425.0000","0.0000","0.0000","0.0000","0.0000","1425.0000","0.0000","0.0000","0.0000","0.0000","38557.2700","0.0000","500.0000","0.0000","500.0000","38057.2700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161547","Citizens For Dirck","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","202.8300","0.0000","0.0000","202.8300","202.8300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5445.9300","0.0000","202.8300","0.0000","202.8300","5243.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171333","WWW.NATEWALKER4SENATE.COM","July Quarterly Report","2019","Full Disclosure","132541.4100","0.0000","0.0000","0.0000","0.0000","0.0000","132541.4100","130057.9000","20.0000","0.0000","0.0000","20.0000","130077.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","129.1000","0.0000","20.0000","0.0000","20.0000","109.1000","6062.4300","0.0000","0.0000","0.0000","0.0000","0.0000","6062.4300"
"C051090","MO Dump Truckers-PAC","July Quarterly Report","2019","Full Disclosure","1260.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1260.0000","600.5700","0.0000","0.0000","0.0000","0.0000","600.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2059.6800","0.0000","0.0000","0.0000","0.0000","2059.6800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000596","MONA PAC","July Quarterly Report","2019","Full Disclosure","10030.0000","1200.0000","0.0000","0.0000","1200.0000","0.0000","11230.0000","913.4400","0.0000","0.0000","0.0000","0.0000","913.4400","8000.0000","0.0000","0.0000","0.0000","0.0000","8000.0000","0.0000","0.0000","0.0000","0.0000","2886.9700","1200.0000","0.0000","0.0000","0.0000","4086.9700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C071199","St. Charles County Association of REALTORS Political Action Committee ","July Quarterly Report","2019","Full Disclosure","12979.0000","2493.7500","0.0000","0.0000","2493.7500","0.0000","15472.7500","3000.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","16700.0000","2000.0000","0.0000","0.0000","2000.0000","18700.0000","0.0000","0.0000","0.0000","0.0000","48983.0000","2493.7500","2000.0000","0.0000","2000.0000","49476.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000708","MADA DEALERS INTERESTED IN GOVERNMENT","July Quarterly Report","2019","Full Disclosure","83570.1100","8464.0600","0.0000","9.6500","8473.7100","0.0000","92043.8200","0.0000","118.0000","0.0000","0.0000","118.0000","118.0000","12600.0000","46500.0000","0.0000","0.0000","46500.0000","59100.0000","0.0000","0.0000","0.0000","0.0000","74961.1600","8473.7100","46618.0000","0.0000","46618.0000","36816.8700","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10000.0000"
"C071199","St. Charles County Association of REALTORS Political Action Committee ","AMENDED April Quarterly Report","2019","Full Disclosure","12979.0000","7555.4500","0.0000","0.0000","7555.4500","0.0000","20534.4500","3000.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","16700.0000","0.0000","0.0000","0.0000","0.0000","16700.0000","0.0000","0.0000","0.0000","0.0000","48983.0000","7555.4500","0.0000","0.0000","0.0000","56538.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171164","Lincoln PAC","July Quarterly Report","2019","Full Disclosure","2000.0000","16000.0000","0.0000","0.0000","16000.0000","0.0000","18000.0000","250.0000","2771.9000","0.0000","0.0000","2771.9000","3021.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2325.4500","16000.0000","2771.9000","0.0000","2771.9000","15553.5500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A180158","Leo Arnzen for Commissioner","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","243.5500","0.0000","0.0000","0.0000","0.0000","243.5500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C190806","Regional Leadership PAC","July Quarterly Report","2019","Full Disclosure","35100.0000","20000.0000","0.0000","0.0000","20000.0000","0.0000","55100.0000","6250.0000","8500.0000","0.0000","0.0000","8500.0000","14750.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28850.0000","20000.0000","8500.0000","0.0000","8500.0000","40350.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000763","KC BizPAC The Political Action Committee of the Greater Kansas City Chamber of Commerce in Partnership with the Civic Council of Greater Kansas City","AMENDED 8 Day Before Kansas City General Election - 6/18/2019","2019","Full Disclosure","82035.0000","0.0000","0.0000","0.0000","0.0000","0.0000","82035.0000","5116.0800","0.0000","0.0000","0.0000","0.0000","5116.0800","44675.0000","15000.0000","0.0000","0.0000","15000.0000","59675.0000","0.0000","300.6800","0.0000","300.6800","46228.3700","0.0000","15300.6800","0.0000","15300.6800","30927.6900","300.6800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000763","KC BizPAC The Political Action Committee of the Greater Kansas City Chamber of Commerce in Partnership with the Civic Council of Greater Kansas City","July Quarterly Report","2019","Full Disclosure","82035.0000","0.0000","0.0000","0.0000","0.0000","0.0000","82035.0000","5116.0800","0.0000","0.0000","0.0000","0.0000","5116.0800","59675.0000","0.0000","0.0000","0.0000","0.0000","59675.0000","0.0000","0.0000","0.0000","0.0000","31228.3700","0.0000","0.0000","0.0000","0.0000","31228.3700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131126","CITIZENS FOR QUALITY PARKS & HEALTHY LIFESTYLES","July Quarterly Report","2019","Full Disclosure","11115.5600","0.0000","0.0000","0.0000","0.0000","0.0000","11115.5600","8025.4900","0.0000","0.0000","0.0000","0.0000","8025.4900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3899.2800","0.0000","0.0000","0.0000","0.0000","3899.2800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180648","BNSF Railway Company RAILPAC Missouri - Federal Committee","July Quarterly Report","2019","Full Disclosure","49590.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49590.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2000.0000","11000.0000","0.0000","0.0000","11000.0000","13000.0000","0.0000","0.0000","0.0000","0.0000","47940.0000","0.0000","11000.0000","0.0000","11000.0000","36940.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131118","Joe Hensley For Judge Committee","July Quarterly Report","2019","Full Disclosure","43899.0600","0.0000","0.0000","0.0000","0.0000","0.0000","43899.0600","38129.2100","0.0000","0.0000","0.0000","0.0000","38129.2100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2154.2700","0.0000","0.0000","0.0000","0.0000","2154.2700","20013.1700","0.0000","0.0000","0.0000","0.0000","0.0000","20013.1700"
"C000225","JACKSON COUNTY REPUBLICAN CLUB","July Quarterly Report","2019","Full Disclosure","1905.0000","400.0000","0.0000","868.0000","1268.0000","0.0000","3173.0000","1803.3800","1663.6800","0.0000","0.0000","1663.6800","3467.0600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","9945.3000","1268.0000","1663.6800","0.0000","1663.6800","9549.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111057","MACFPD CAMPAIGN COMMITTEE","July Quarterly Report","2019","Full Disclosure","0.0000","1000.0000","0.0000","0.0000","1000.0000","0.0000","1000.0000","0.0000","155.0000","0.0000","0.0000","155.0000","155.0000","3600.0000","21000.0000","0.0000","0.0000","21000.0000","24600.0000","0.0000","0.0000","0.0000","0.0000","41175.7100","1000.0000","21155.0000","0.0000","21155.0000","21020.7100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000851","Boone County Muleskinners","July Quarterly Report","2019","Full Disclosure","43047.5300","1956.0000","0.0000","2414.1200","4370.1200","0.0000","47417.6500","42750.9900","3417.5800","0.0000","0.0000","3417.5800","46168.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7052.0300","4370.1200","3417.5800","0.0000","3417.5800","8004.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161535","Citizens For Rae Moore","July Quarterly Report","2019","Full Disclosure","275.0000","0.0000","0.0000","0.0000","0.0000","0.0000","275.0000","3100.0000","0.0000","0.0000","0.0000","0.0000","3100.0000","300.0000","0.0000","0.0000","0.0000","0.0000","300.0000","0.0000","0.0000","0.0000","0.0000","52.0500","0.0000","0.0000","0.0000","0.0000","52.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000971","LIVINGSTON COUNTY REPUBLICAN COMMITTEE","July Quarterly Report","2019","Full Disclosure","2537.5100","0.0000","0.0000","0.0000","0.0000","0.0000","2537.5100","2138.3600","30.0000","0.0000","0.0000","30.0000","2168.3600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1756.1900","0.0000","30.0000","0.0000","30.0000","1726.1900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C190881","MoCannTrade PAC","July Quarterly Report","2019","Full Disclosure","0.0000","3000.0000","0.0000","0.0000","3000.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161485","FRIENDS OF LORI JONES","July Quarterly Report","2019","Full Disclosure","3050.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3050.0000","875.5800","280.0000","0.0000","0.0000","280.0000","1155.5800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2174.4200","0.0000","280.0000","0.0000","280.0000","1894.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141019","GENTRY COUNTY DEMOCRATIC FEDERATED WOMEN'S CLUB","July Quarterly Report","2019","Full Disclosure","0.0000","68.0000","0.0000","0.0000","68.0000","0.0000","68.0000","0.0000","200.0000","0.0000","0.0000","200.0000","200.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","697.1600","68.0000","200.0000","0.0000","200.0000","565.1600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111186","Atwill For Presiding Commissioner","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1035.4000","15.0000","0.0000","0.0000","15.0000","1050.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3011.9100","0.0000","15.0000","0.0000","15.0000","2996.9100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031191","Dwayne Carey Campaign Fund","July Quarterly Report","2019","Full Disclosure","0.0300","0.0000","0.0000","0.0700","0.0700","0.0000","0.1000","9.9500","0.0000","0.0000","0.0000","0.0000","9.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","375.7300","0.0700","0.0000","0.0000","0.0000","375.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180031","Tracy Gonzalez For Judge","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.0000","15.0000","0.0000","0.0000","15.0000","35.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1159.2300","0.0000","15.0000","0.0000","15.0000","1144.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A171066","Citizens for Matt Swanson","July Quarterly Report","2019","Full Disclosure","3930.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3930.0000","8717.7600","0.0000","0.0000","0.0000","0.0000","8717.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1745.5400","0.0000","0.0000","0.0000","0.0000","1745.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171116","Friends Of Michele Kratky","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7126.8000","15.0000","0.0000","0.0000","15.0000","7141.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","9993.5900","0.0000","15.0000","0.0000","15.0000","9978.5900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000981","JOHNSON COUNTY REPUBLICAN PARTY CENTRAL COMMITTEE","AMENDED April Quarterly Report","2019","Full Disclosure","0.0000","22205.0000","0.0000","0.0000","24970.0000","2765.0000","24970.0000","0.0000","5245.1400","0.0000","0.0000","5245.1400","5245.1400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1000.0000","1000.0000","3879.3600","22205.0000","6245.1400","0.0000","6245.1400","19839.2200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001005","DAVIESS COUNTY DEMOCRATIC CENTRAL COMMITTEE","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","424.6800","0.0000","0.0000","0.0000","0.0000","424.6800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161129","CLAY CHISM FOR SHERIFF","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","290.0000","180.0000","0.0000","0.0000","180.0000","470.0000","90.0000","0.0000","0.0000","0.0000","0.0000","90.0000","0.0000","0.0000","0.0000","0.0000","4025.2100","0.0000","180.0000","0.0000","180.0000","3845.2100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C131080","FRIENDS OF JUDGE STACEY LETT","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11989.5900","0.0000","0.0000","0.0000","0.0000","11989.5900","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10000.0000"
"A180355","Committee To Elect Kristen Berhorst","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","322.2800","0.0000","0.0000","0.0000","0.0000","322.2800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190861","Citizens for Festus Public Safety","July Quarterly Report","2019","Full Disclosure","0.0000","12900.0000","0.0000","0.0000","12900.0000","0.0000","12900.0000","0.0000","2273.6000","0.0000","0.0000","2273.6000","2273.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12900.0000","2273.6000","0.0000","2273.6000","10626.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180623","Limited Government PAC","July Quarterly Report","2019","Full Disclosure","10050.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10050.0000","1055.0200","10.0000","0.0000","0.0000","10.0000","1065.0200","7600.0000","0.0000","0.0000","0.0000","0.0000","7600.0000","0.0000","0.0000","0.0000","0.0000","1394.9800","0.0000","10.0000","0.0000","10.0000","1384.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000350","HARRISON COUNTY DEMOCRAT CENTRAL COMMITTEE","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","461.9000","0.0000","0.0000","0.0000","0.0000","461.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A171051","Friends of Butch Cooley","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","110.9200","0.0000","0.0000","110.9200","110.9200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","976.6400","0.0000","110.9200","0.0000","110.9200","865.7200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180051","Brush Fires PAC","July Quarterly Report","2019","Full Disclosure","88400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88400.0000","81275.8600","10.0000","0.0000","0.0000","10.0000","81285.8600","5000.0000","0.0000","0.0000","0.0000","0.0000","5000.0000","0.0000","0.0000","0.0000","0.0000","2124.1400","0.0000","10.0000","0.0000","10.0000","2114.1400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001037","BARRY COUNTY REPUBLICAN COMMITTEE","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8108.0300","0.0000","0.0000","0.0000","0.0000","8108.0300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111070","SATER FOR SENATE","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100.0000","440.0000","0.0000","0.0000","440.0000","540.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","196007.5400","0.0000","440.0000","0.0000","440.0000","195567.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000629","MR PAC","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","529.3400","0.0000","0.0000","0.0000","0.0000","529.3400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C011102","AFSCME MO People Public Employees Organized to Promote Legislative Equality","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10.0000","0.0000","0.0000","10.0000","10.0000","0.0000","1500.0000","0.0000","0.0000","1500.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","4482.4400","0.0000","1510.0000","0.0000","1510.0000","2972.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000327","IBEW Local Union 1439 Political Action Committee","July Quarterly Report","2019","Full Disclosure","12134.0000","2410.0000","0.0000","0.0000","2410.0000","0.0000","14544.0000","1721.1800","942.2100","0.0000","0.0000","942.2100","2663.3900","1650.0000","250.0000","0.0000","0.0000","250.0000","1900.0000","0.0000","0.0000","0.0000","0.0000","19917.1300","2410.0000","1192.2100","0.0000","1192.2100","21134.9200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C141272","HEATHER HALL FOR CITY COUNCIL","July Quarterly Report","2019","Full Disclosure","77159.5600","1250.0000","0.0000","0.0000","1250.0000","0.0000","78409.5600","36577.5300","821.9600","0.0000","0.0000","821.9600","37399.4900","750.0000","0.0000","0.0000","0.0000","0.0000","750.0000","0.0000","0.0000","0.0000","0.0000","42811.2500","1250.0000","821.9600","0.0000","821.9600","43239.2900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061503","GCLA PAC","July Quarterly Report","2019","Full Disclosure","532.0000","675.0000","0.0000","500.0000","1175.0000","0.0000","1707.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","35.0000","35.0000","2332.4600","1175.0000","35.0000","0.0000","35.0000","3472.4600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000641","Missouri Organization of Defense Lawyers Political Action Committee","July Quarterly Report","2019","Full Disclosure","12340.0000","4050.0000","0.0000","0.0000","4050.0000","0.0000","16390.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1000.0000","0.0000","0.0000","1000.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","13939.6700","4050.0000","1000.0000","0.0000","1000.0000","16989.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000598","United Steel Workers Local 11-6 Gasworkers Voluntary PAC","July Quarterly Report","2019","Full Disclosure","8212.0000","6689.2500","0.0000","0.0000","6689.2500","0.0000","14901.2500","1239.0600","2092.8800","0.0000","0.0000","2092.8800","3331.9400","4900.0000","3145.0000","0.0000","0.0000","3145.0000","8045.0000","0.0000","0.0000","0.0000","0.0000","9525.6700","6689.2500","5237.8800","0.0000","5237.8800","10977.0400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000990","HARRISON COUNTY REPUBLICAN CENTRAL COMMITTEE","July Quarterly Report","2019","Full Disclosure","1146.2500","0.0000","0.0000","0.0000","0.0000","0.0000","1146.2500","185.6000","135.0000","0.0000","0.0000","135.0000","320.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4446.8900","0.0000","135.0000","0.0000","135.0000","4311.8900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180658","Citizens for A Better Parkville","AMENDED January Quarterly Report","2019","Full Disclosure","0.0000","21000.0000","0.0000","0.0000","29064.7400","8064.7400","29064.7400","0.0000","3340.6600","0.0000","897.0000","4237.6600","4237.6600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21000.0000","3340.6600","0.0000","3340.6600","17659.3400","0.0000","0.0000","897.0000","0.0000","0.0000","0.0000","897.0000"
"C000949","NEWTON COUNTY REPUBLICAN CENTRAL COMMITTEE","July Quarterly Report","2019","Full Disclosure","83743.6500","452.5900","0.0000","0.7600","453.3500","0.0000","84197.0000","56710.9400","4620.0000","0.0000","0.0000","4620.0000","61330.9400","1100.0000","0.0000","0.0000","0.0000","0.0000","1100.0000","0.0000","0.0000","0.0000","0.0000","44204.4900","453.3500","4620.0000","0.0000","4620.0000","40037.8400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A101026","Citizens To Elect Michael Todd","July Quarterly Report","2019","Full Disclosure","6464.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6464.0000","5819.2300","46.0000","0.0000","0.0000","46.0000","5865.2300","298.5100","0.0000","0.0000","0.0000","0.0000","298.5100","0.0000","0.0000","0.0000","0.0000","489.1500","0.0000","46.0000","0.0000","46.0000","443.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000630","MO RESTAURANT ASSOCIATION PAC","July Quarterly Report","2019","Full Disclosure","48752.2500","25.0200","0.0000","0.0000","25.0200","0.0000","48777.2700","33090.4400","0.0000","0.0000","0.0000","0.0000","33090.4400","33874.7100","0.0000","0.0000","0.0000","0.0000","33874.7100","0.0000","0.0000","0.0000","0.0000","7293.3400","25.0200","0.0000","0.0000","0.0000","7318.3600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A171088","Committee to Elect John Wheeler","July Quarterly Report","2019","Full Disclosure","10281.6300","1270.0000","0.0000","0.0000","1418.7600","148.7600","11700.3900","338.1900","288.0000","148.7600","0.0000","436.7600","774.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","9297.2100","1270.0000","288.0000","0.0000","288.0000","10279.2100","42632.7400","0.0000","0.0000","0.0000","0.0000","0.0000","42632.7400"
"C151053","Greitens For Missouri","AMENDED April Quarterly Report","2019","Full Disclosure","6240926.3200","0.0000","0.0000","340.0000","340.0000","0.0000","6241266.3200","5637071.1500","239865.3500","0.0000","22288.0000","262153.3500","5899224.5000","1700.0000","0.0000","0.0000","0.0000","0.0000","1700.0000","0.0000","1038.9600","0.0000","1038.9600","977648.4700","340.0000","240904.3100","0.0000","240904.3100","737084.1600","1038.9600","0.0000","22288.0000","0.0000","0.0000","0.0000","22288.0000"
"C171327","Dave Griffith For State Representative","July Quarterly Report","2019","Full Disclosure","83830.0000","0.0000","0.0000","0.0000","0.0000","0.0000","83830.0000","64521.3300","8349.5300","0.0000","0.0000","8349.5300","72870.8600","1600.0000","0.0000","0.0000","0.0000","0.0000","1600.0000","0.0000","0.0000","0.0000","0.0000","17757.1500","0.0000","8349.5300","0.0000","8349.5300","9407.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
