MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C000661","MO FINANCIAL SERVICES PAC","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1250.0000","0.0000","0.0000","1250.0000","1250.0000","0.0000","0.0000","0.0000","0.0000","7670.0600","0.0000","1250.0000","0.0000","1250.0000","6420.0600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111072","COMMITTEE TO ELECT TOM VILLA","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001006","DALLAS COUNTY REPUBLICAN PARTY CENTRAL COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","171.1500","0.0000","0.0000","171.1500","171.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3527.0500","0.0000","171.1500","0.0000","171.1500","3355.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061595","0011TH WARD DEMOCRATIC ORGANIZATION","April Quarterly Report","2011","Full Disclosure","12525.9800","0.0000","0.0000","0.0000","0.0000","0.0000","12525.9800","4579.2700","73.7700","0.0000","0.0000","73.7700","4653.0400","4000.0000","0.0000","0.0000","0.0000","0.0000","4000.0000","0.0000","0.0000","0.0000","0.0000","5299.2400","0.0000","73.7700","0.0000","73.7700","5225.4700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001021","CARTER COUNTY REPUBLICAN ACTION COMMITTEE","Termination","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1003.5000","0.0000","0.0000","1003.5000","1003.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1003.5000","0.0000","1003.5000","0.0000","1003.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010147","CITIZENS FOR GOOD GOVERNMENT IN ST CHARLES COUNTY","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C001003","DEKALB COUNTY REPUBLICAN CENTRAL COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","2979.0000","0.0000","0.0000","2979.0000","0.0000","2979.0000","0.0000","1569.4800","0.0000","0.0000","1569.4800","1569.4800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1282.1300","2979.0000","1569.4800","0.0000","1569.4800","2691.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000510","WEST COUNTY REPUBLICAN ORGANIZATION","April Quarterly Report","2011","Full Disclosure","0.0000","30.0000","0.0000","0.0000","30.0000","0.0000","30.0000","0.0000","277.6200","0.0000","0.0000","277.6200","277.6200","0.0000","500.0000","0.0000","0.0000","500.0000","500.0000","0.0000","0.0000","0.0000","0.0000","10068.6200","30.0000","777.6200","0.0000","777.6200","9321.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000401","MBA PONY EXPRESS REGION PAC","April Quarterly Report","2011","Full Disclosure","22596.3300","475.0000","0.0000","8.2900","483.2900","0.0000","23079.6200","1415.3000","386.4000","0.0000","0.0000","386.4000","1801.7000","11550.0000","0.0000","0.0000","0.0000","0.0000","11550.0000","0.0000","0.0000","0.0000","0.0000","24751.2700","483.2900","386.4000","0.0000","386.4000","24848.1600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051039","RSLC-MISSOURI PAC","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000741","IRON WORKERS LOCAL UNION NO 10 PAC","April Quarterly Report","2011","Full Disclosure","0.0000","1500.0000","0.0000","0.0000","1500.0000","0.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1500.0000","0.0000","0.0000","1500.0000","1500.0000","0.0000","0.0000","0.0000","0.0000","50.0000","1500.0000","1500.0000","0.0000","1500.0000","50.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000844","BUILDING CONSTRUCTION TRADES COUNCIL","April Quarterly Report","2011","Full Disclosure","0.0000","20800.0000","0.0000","0.0000","20800.0000","0.0000","20800.0000","0.0000","253.5000","0.0000","0.0000","253.5000","253.5000","0.0000","5550.0000","0.0000","0.0000","5550.0000","5550.0000","0.0000","0.0000","74.8800","74.8800","8648.2600","20800.0000","5803.5000","0.0000","5878.3800","23569.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061639","PT-PAC OF MISSOURI","April Quarterly Report","2011","Full Disclosure","1885.0000","9057.5000","0.0000","0.0000","9057.5000","0.0000","10942.5000","74.7700","140.9200","0.0000","0.0000","140.9200","215.6900","0.0000","2750.0000","0.0000","0.0000","2750.0000","2750.0000","0.0000","0.0000","0.0000","0.0000","2144.6600","9057.5000","2846.0000","44.9200","2890.9200","8311.2400","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10000.0000"
"A111057","FRIENDS TO ELECT PAT STINNETT","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010113","LOCAL UNION 178 POLITICAL ACTION COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","665.0000","0.0000","1.7500","666.7500","0.0000","666.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","200.0000","0.0000","0.0000","200.0000","200.0000","0.0000","0.0000","0.0000","0.0000","2240.5200","666.7500","200.0000","0.0000","200.0000","2707.2700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C081354","MISSOURI VETERINARY MEDICAL POLITICAL ACTION COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","127.0000","0.0000","0.0000","127.0000","0.0000","127.0000","0.0000","165.0000","0.0000","0.0000","165.0000","165.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2348.5000","127.0000","0.0000","165.0000","165.0000","2310.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000026","CITIZENS FOR WESSELS","April Quarterly Report","2011","Full Disclosure","50355.6300","3300.0000","0.0000","153.0000","3453.0000","0.0000","53808.6300","8478.5000","850.0000","0.0000","0.0000","850.0000","9328.5000","1600.0000","1600.0000","0.0000","0.0000","1600.0000","3200.0000","0.0000","0.0000","0.0000","0.0000","59628.0200","3453.0000","2450.0000","0.0000","2450.0000","60631.0200","30000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","30000.0000"
"C031187","HISPANIC REPUBLICANS OF MISSOURI","April Quarterly Report","2011","Full Disclosure","0.0000","350.0000","0.0000","0.0000","350.0000","0.0000","350.0000","0.0000","385.0000","0.0000","0.0000","385.0000","385.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2860.8000","350.0000","385.0000","0.0000","385.0000","2825.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031046","0018TH WARD REGULAR DEMOCRATIC ORGANIZATION","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000695","MLPA LEGISLATIVE FUND","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","500.0000","500.0000","0.0000","0.0000","0.0000","0.0000","15970.3500","0.0000","500.0000","0.0000","500.0000","15470.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A111034","CITIZENS TO ELECT MARK STONER","AMENDED 8 Day Before General Election-4/5/2011","2011","Full Disclosure","302.5000","940.0000","0.0000","0.0000","940.0000","0.0000","1242.5000","0.0000","988.2100","0.0000","500.0000","988.2100","1488.2100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","302.5000","940.0000","988.2100","0.0000","988.2100","254.2900","250.0000","0.0000","500.0000","0.0000","0.0000","0.0000","750.0000"
"C071002","COMMITTEE TO ELECT RUSHEFSKY","30 Day After General Election-4/5/2011","2011","Full Disclosure","2986.0000","725.0000","0.0000","0.0000","725.0000","0.0000","3711.0000","6741.4200","1621.2800","0.0000","0.0000","1621.2800","8362.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3602.0400","725.0000","1621.2800","0.0000","1621.2800","2705.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111021","CITIZENS FOR A BETTER COMMUNITY","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000735","JEFFERSON COUNTY LABOR POLITICAL COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","100.0000","0.0000","0.0000","100.0000","0.0000","100.0000","0.0000","65.0000","0.0000","0.0000","65.0000","65.0000","0.0000","500.0000","0.0000","0.0000","500.0000","500.0000","0.0000","0.0000","0.0000","0.0000","3714.8400","100.0000","565.0000","0.0000","565.0000","3249.8400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051175","MO NORTH AREA COUNCIL OF THE HOME BUILDERS ASSOCIATION OF GREATER KANSAS CITY - PAC","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","3000.0000","0.0000","0.0000","0.0000","0.0000","5184.6700","0.0000","0.0000","0.0000","0.0000","5184.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101159","FRIENDS OF SUSAN CARLSON","April Quarterly Report","2011","Full Disclosure","100632.7800","650.0000","0.0000","0.0000","650.0000","0.0000","101282.7800","81340.7600","1058.0400","0.0000","0.0000","1058.0400","82398.8000","650.0000","0.0000","0.0000","0.0000","0.0000","650.0000","0.0000","0.0000","0.0000","0.0000","4475.2400","650.0000","1058.0400","0.0000","1058.0400","4067.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051173","MO SOUTH AREA COUNCIL OF THE HOME BUILDERS ASSOCIATION OF GREATER KANSAS CITY - PAC","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","500.0000","500.0000","0.0000","0.0000","0.0000","0.0000","3016.1000","0.0000","500.0000","0.0000","500.0000","2516.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000839","CARPENTERS HELP IN THE POLITICAL PROCESS (CHIPP)","July Quarterly Report","2011","Full Disclosure","1401.5300","40607.0100","0.0000","0.0300","40607.0400","0.0000","42008.5700","0.0000","349.8600","0.0000","0.0000","349.8600","349.8600","500.0000","7550.0000","0.0000","0.0000","7550.0000","8050.0000","0.0000","0.0000","0.0000","0.0000","2321.6100","40607.0400","7899.8600","0.0000","7899.8600","35028.7900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000684","MO BEER WHOLESALERS ASSOCIATION WHOLESALERS IN GOVERNMENT-PAC","April Quarterly Report","2011","Full Disclosure","151.3100","0.0000","0.0000","594.7900","594.7900","0.0000","746.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","750.0000","1550.0000","0.0000","0.0000","1550.0000","2300.0000","0.0000","0.0000","0.0000","0.0000","47616.3600","594.7900","1550.0000","0.0000","1550.0000","46661.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031176","MO FARMERS FOR BIODIESEL ","April Quarterly Report","2011","Full Disclosure","420.0000","0.0000","0.0000","0.0000","0.0000","0.0000","420.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1334.7700","0.0000","0.0000","0.0000","0.0000","1334.7700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051107","MOBPA PAC FUND","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C061536","MISSOURIANS AGAINST TAX ABUSE","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A111011","FRIENDS OF WININGS FOR ALDERMAN","April Quarterly Report","2011","Full Disclosure","6089.0000","124.0000","900.0000","0.0000","1324.0000","300.0000","7413.0000","4714.0000","568.0000","0.0000","0.0000","568.0000","5282.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","725.0000","1024.0000","568.0000","0.0000","568.0000","1181.0000","0.0000","900.0000","0.0000","0.0000","0.0000","0.0000","900.0000"
"A101396","COMMITTEE TO RE-ELECT FUSSELMAN","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C031123","TESSON FERRY TOWNSHIP REPUBLICAN CLUB","April Quarterly Report","2011","Full Disclosure","0.0000","2147.0000","0.0000","0.0000","2147.0000","0.0000","2147.0000","0.0000","1505.6100","0.0000","0.0000","1505.6100","1505.6100","0.0000","450.0000","0.0000","0.0000","450.0000","450.0000","0.0000","0.0000","0.0000","0.0000","1095.4400","2147.0000","1955.6100","0.0000","1955.6100","1286.8300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000807","CWA DISTRICT 6-POLITICAL EDUCATION COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","78960.0000","0.0000","0.0000","78960.0000","0.0000","78960.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","61360.0000","250.0000","0.0000","61610.0000","61610.0000","0.0000","0.0000","0.0000","0.0000","81340.4000","78960.0000","61360.0000","0.0000","61360.0000","98940.4000","0.0000","0.0000","0.0000","250.0000","0.0000","0.0000","250.0000"
"C081083","0006TH DISTRICT PAC FUND","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051221","KC HOME BUILDERS KANSAS AREA COUNCIL PAC","AMENDED April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1750.0000","2500.0000","0.0000","0.0000","2500.0000","4250.0000","0.0000","0.0000","0.0000","0.0000","5649.9600","0.0000","2500.0000","0.0000","2500.0000","3149.9600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000403","MBA MARK TWAIN REGION PAC","April Quarterly Report","2011","Full Disclosure","19071.3100","1139.0000","0.0000","6.9200","1145.9200","0.0000","20217.2300","665.3000","386.4000","0.0000","0.0000","386.4000","1051.7000","11525.0000","0.0000","0.0000","0.0000","0.0000","11525.0000","0.0000","0.0000","0.0000","0.0000","20634.5500","1145.9200","386.4000","0.0000","386.4000","21394.0700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000676","MO COURT REPORTERS ASSOC PAC","April Quarterly Report","2011","Full Disclosure","0.0000","450.0000","0.0000","0.0000","450.0000","0.0000","450.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","500.0000","500.0000","0.0000","0.0000","0.0000","0.0000","3220.8200","450.0000","500.0000","0.0000","500.0000","3170.8200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000399","MBA TRUMAN REGION PAC","April Quarterly Report","2011","Full Disclosure","26400.7700","0.0000","0.0000","5.2300","5.2300","0.0000","26406.0000","665.3000","386.4000","0.0000","0.0000","386.4000","1051.7000","23150.0000","0.0000","0.0000","0.0000","0.0000","23150.0000","0.0000","0.0000","0.0000","0.0000","15097.1200","5.2300","386.4000","0.0000","386.4000","14715.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091051","PAGE FOR MISSOURI","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101295","SHUMAKE FOR STATE REPRESENTATIVE COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","1825.0000","0.0000","0.0000","1825.0000","0.0000","1825.0000","0.0000","718.5800","0.0000","0.0000","718.5800","718.5800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","170.5200","0.0000","0.0000","170.5200","992.7600","1825.0000","889.1000","0.0000","1059.6200","1758.1400","13000.0000","0.0000","0.0000","0.0000","170.5200","0.0000","12829.4800"
"C061589","COMPETITIVE ENTERPRISE GROWTH POLITICAL ACTION COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","520.2600","0.0000","0.0000","0.0000","0.0000","520.2600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051254","MCGHEE FOR SENATE","April Quarterly Report","2011","Full Disclosure","0.0000","1095.4400","0.0000","0.0000","1095.4400","0.0000","1095.4400","0.0000","4347.7300","0.0000","0.0000","4347.7300","4347.7300","0.0000","1000.0000","0.0000","0.0000","1000.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","4280.7100","1095.4400","5347.7300","0.0000","5347.7300","28.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000405","MBA CAPITOL REGION PAC","April Quarterly Report","2011","Full Disclosure","49070.0300","0.0000","0.0000","15.8500","15.8500","0.0000","49085.8800","665.3000","386.4000","0.0000","0.0000","386.4000","1051.7000","40975.0000","4000.0000","0.0000","0.0000","4000.0000","44975.0000","0.0000","0.0000","0.0000","0.0000","49244.7900","15.8500","4386.4000","0.0000","4386.4000","44874.2400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000646","MO MORTGAGE BANKERS-PAC","April Quarterly Report","2011","Full Disclosure","0.0000","717.0000","0.0000","0.0000","717.0000","0.0000","717.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","800.0000","0.0000","0.0000","800.0000","800.0000","0.0000","0.0000","0.0000","0.0000","4604.2400","717.0000","800.0000","0.0000","800.0000","4521.2400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000404","MBA GATEWAY REGION PAC","April Quarterly Report","2011","Full Disclosure","23696.9000","0.0000","0.0000","2.1900","2.1900","0.0000","23699.0900","665.3000","386.4000","0.0000","0.0000","386.4000","1051.7000","25450.0000","0.0000","0.0000","0.0000","0.0000","25450.0000","0.0000","0.0000","0.0000","0.0000","6414.8000","2.1900","386.4000","0.0000","386.4000","6030.5900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C111067","XCALIBER MOPAC","April Quarterly Report","2011","Full Disclosure","0.0000","10000.0000","0.0000","0.0000","10000.0000","0.0000","10000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","95.8300","95.8300","0.0000","10000.0000","0.0000","0.0000","95.8300","9904.1700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000402","MBA OZARK REGION PAC","April Quarterly Report","2011","Full Disclosure","43339.6400","0.0000","0.0000","15.7800","15.7800","0.0000","43355.4200","619.1700","386.4000","0.0000","0.0000","386.4000","1005.5700","28500.0000","1000.0000","0.0000","0.0000","1000.0000","29500.0000","0.0000","0.0000","0.0000","0.0000","47741.2100","15.7800","1386.4000","0.0000","1386.4000","46370.5900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C011013","BARTON COUNTY REPUBLICAN CENTRAL COMMITTEE","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1392.3300","0.0000","0.0000","0.0000","0.0000","1392.3300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C101326","CONSTITUTION PARTY OF PULASKI COUNTY, MO","April Quarterly Report - Limited Activity","2011","Limited Activity","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000620","MO STATE COUNCIL OF MACHINISTS PAC","April Quarterly Report","2011","Full Disclosure","47067.1300","612.0000","0.0000","280.0000","892.0000","0.0000","47959.1300","6664.2600","0.0000","0.0000","0.0000","0.0000","6664.2600","8758.3300","1034.0000","0.0000","0.0000","1034.0000","9792.3300","0.0000","0.0000","0.0000","0.0000","3827.4200","892.0000","1034.0000","0.0000","1034.0000","3685.4200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000686","MO ASSOCIATION OF TRIAL ATTORNEYS POLITICAL ACTION COMMITTEE (MATA-PAC)","April Quarterly Report","2011","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","100.0000","0.0000","0.0000","100.0000","100.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","212.7700","0.0000","100.0000","0.0000","100.0000","112.7700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C051251","ALLIANCE FOR ELDERLY HEALTH CARE","April Quarterly Report","2011","Full Disclosure","0.0000","4000.0000","0.0000","0.0000","4000.0000","0.0000","4000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2100.0000","0.0000","0.0000","2100.0000","2100.0000","0.0000","0.0000","0.0000","0.0000","625.0500","4000.0000","2100.0000","0.0000","2100.0000","2525.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000592","PLUMBERS & PIPEFITTERS LOCAL 562 VOLUNTARY POLITICAL EDUCATIONAL LEGISLATIVE CHARITY & DEF. FUND","April Quarterly Report","2011","Full Disclosure","0.0000","68186.0000","0.0000","60.0000","68246.0000","0.0000","68246.0000","0.0000","2560.0000","0.0000","0.0000","2560.0000","2560.0000","0.0000","33600.0000","0.0000","0.0000","33600.0000","33600.0000","0.0000","0.0000","0.0000","0.0000","266236.7400","68246.0000","36160.0000","0.0000","36160.0000","298322.7400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000400","MBA RIVER HERITAGE REGION PAC","April Quarterly Report","2011","Full Disclosure","33330.7200","2675.0000","0.0000","10.9100","2685.9100","0.0000","36016.6300","665.3000","386.4000","0.0000","0.0000","386.4000","1051.7000","21025.0000","0.0000","0.0000","0.0000","0.0000","21025.0000","0.0000","0.0000","0.0000","0.0000","32347.6500","2685.9100","386.4000","0.0000","386.4000","34647.1600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
