mecid,committee_name_x,candidate_name,party,office_sought,status,committee_name_y,report,report_year,report_type,previous_receipts,contributions_received,loans_received,misc_receipts,receipts_subtotal,in_kind_contributions,total_receipts_this_election,previous_expenditures,cash_or_check_expenditures,in_kind_expenditures,credit_expenditures,expenditure_subtotal,total_expenditures,previous_contributions,cash_check_contributions,credit_contributions,in_kind_contributions1,contribution_subtotal,total_contributions,loan_disbursements,disbursements_payments,misc_disbursements,total_disbursements,starting_money_on_hand,monetary_receipts,check_disbursements,cash_disbursements,total_monetary_disbursements,ending_money_on_hand,outstanding_indebtedness,loans_recieved,new_expenditures,new_contributions,payments_made_on_loan,debt_forgiven_on_loans,total_indebtendness
C101334,Friends Of Wayne Wallingford,A WALLINGFORD,R,State Representative - District 147 - Missouri House of Representatives,A,Friends Of Wayne Wallingford,October Quarterly Report,2020,Full Disclosure,0.0,12400.0,0.0,704.69,13104.69,0.0,13104.69,0.0,1706.66,0.0,0.0,1706.66,1706.66,0.0,500.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,44011.38,13104.69,2206.66,0.0,2206.66,54909.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201195,Leighton For MO,Andrew Leighton,D,State Representative - District 147 - Missouri House of Representatives,A,Leighton For MO,October Quarterly Report,2020,Full Disclosure,9382.12,2127.18,0.0,0.0,2352.18,225.0,11734.3,3320.42,2883.56,0.0,0.0,2883.56,6203.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621.83,2127.18,2883.56,0.0,2883.56,4865.45,205.13,0.0,0.0,0.0,0.0,0.0,205.13
C191030,Committee to Elect Jamie Burger HD # 148,Jamie Burger,R,State Representative - District 148 - Missouri House of Representatives,A,Committee to Elect Jamie Burger HD # 148,October Quarterly Report,2020,Full Disclosure,47393.0,3850.0,0.0,0.0,3872.21,22.21,51265.21,43325.46,63.07,0.0,0.0,63.07,43388.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.54,3850.0,63.07,0.0,63.07,6844.47,50.0,0.0,0.0,0.0,0.0,0.0,50.0
C141221,Friends Of Don Rone,Don Rone,R,State Representative - District 149 - Missouri House of Representatives,A,Friends Of Don Rone,October Quarterly Report,2020,Full Disclosure,4625.0,250.0,0.0,0.0,260.0,10.0,4885.0,3494.53,600.0,0.0,0.0,600.0,4094.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14564.08,250.0,600.0,0.0,600.0,14214.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180739,SteveWest4Missouri,John West,R,State Representative - District 15 - Missouri House of Representatives,A,SteveWest4Missouri,October Quarterly Report,2020,Full Disclosure,23658.58,3750.0,0.0,0.0,3750.0,0.0,27408.58,16530.79,1591.05,0.0,0.0,1591.05,18121.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.65,3750.0,1591.05,0.0,1591.05,2563.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190845,Maggie Nurrenbern for Missouri,"Margaret ""Maggie"" Nurrenbern",D,State Representative - District 15 - Missouri House of Representatives,A,Maggie Nurrenbern for Missouri,October Quarterly Report,2020,Full Disclosure,70045.54,27014.91,0.0,0.0,27464.91,450.0,97510.45,10895.06,8040.52,0.0,0.0,8040.52,18935.58,1100.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,57010.48,27014.91,8040.52,0.0,8040.52,75984.87,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0
C141259,McDaniel For State Representative,Andrew McDaniel,R,State Representative - District 150 - Missouri House of Representatives,A,McDaniel For State Representative,October Quarterly Report,2020,Full Disclosure,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,12949.92,5.0,0.0,0.0,5.0,12954.92,1200.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,3011.12,0.0,5.0,0.0,5.0,3006.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171262,Southeast Missourians For Morse,Herman Morse,R,State Representative - District 151 - Missouri House of Representatives,A,Southeast Missourians For Morse,October Quarterly Report,2020,Full Disclosure,27485.0,1050.0,0.0,0.0,1050.0,0.0,28535.0,17612.39,0.0,0.0,0.0,0.0,17612.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.07,1050.0,0.0,0.0,0.0,7505.07,7273.33,0.0,0.0,0.0,0.0,0.0,7273.33
C171076,Friends For Hardy Billington,Hardy Billington,R,State Representative - District 152 - Missouri House of Representatives,A,Friends For Hardy Billington,October Quarterly Report,2020,Full Disclosure,172706.29,2200.0,0.0,0.0,2200.0,0.0,174906.29,55863.71,0.0,0.0,0.0,0.0,55863.71,12150.0,0.0,0.0,0.0,0.0,12150.0,0.0,0.0,0.0,0.0,22116.27,2200.0,0.0,0.0,0.0,24316.27,15650.0,0.0,0.0,0.0,0.0,0.0,15650.0
C190993,Citizens for Atchison,Darrell Atchison,R,State Representative - District 153 - Missouri House of Representatives,A,Citizens for Atchison ,October Quarterly Report,2020,Full Disclosure,38421.4,5350.0,500.0,0.0,5872.21,22.21,44293.61,37366.58,214.03,0.0,0.0,214.03,37580.61,750.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,304.82,5850.0,214.03,0.0,214.03,5940.79,22820.0,500.0,0.0,0.0,0.0,0.0,23320.0
C180340,Committee To Elect David Evans,David Evans,R,State Representative - District 154 - Missouri House of Representatives,A,Committee To Elect David Evans,October Quarterly Report,2020,Full Disclosure,15072.42,4050.0,0.0,0.0,4050.0,0.0,19122.42,12879.38,0.0,0.0,0.0,0.0,12879.38,1750.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,6596.66,4050.0,0.0,0.0,0.0,10646.66,8900.0,0.0,0.0,0.0,0.0,4900.0,4000.0
C201244E,Mike Lind,Mike Lind,D,State Representative - District 155 - Missouri House of Representatives,A,Mike Lind,October Quarterly Report,2020,Limited Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C201106,Travis Smith for Representative.com,Travis Smith,R,State Representative - District 155 - Missouri House of Representatives,A,Travis Smith for Representative.com ,October Quarterly Report,2020,Full Disclosure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733.7,0.0,600.0,0.0,600.0,2133.7,50700.0,0.0,0.0,0.0,0.0,0.0,50700.0
C201126,The Seitz Conservative Coalition,Brian Seitz,R,State Representative - District 156 - Missouri House of Representatives,A,The Seitz Conservative Coalition,October Quarterly Report,2020,Full Disclosure,13053.57,1825.0,0.0,0.0,1825.0,0.0,14878.57,11456.6,226.97,0.0,0.0,226.97,11683.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.4,1825.0,226.97,0.0,226.97,2941.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201409,Committee to Elect Dale Speelman,Dale Speelman,D,State Representative - District 156 - Missouri House of Representatives,A,Committee to Elect Dale Speelman,October Quarterly Report,2020,Full Disclosure,0.0,106.37,0.0,0.0,106.37,0.0,106.37,450.0,450.0,0.0,0.0,450.0,900.0,106.37,0.0,0.0,0.0,0.0,106.37,0.0,0.0,0.0,0.0,831.24,106.37,0.0,450.0,450.0,487.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190859,Boggs for Missouri,Mitchell Boggs,R,State Representative - District 157 - Missouri House of Representatives,A,Boggs for Missouri,October Quarterly Report,2020,Full Disclosure,51069.1,500.0,0.0,0.0,500.0,0.0,51569.1,42867.66,297.99,0.0,0.0,297.99,43165.65,2200.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,4851.44,500.0,297.99,0.0,297.99,5053.45,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0
C201176,McKinney in the House,Brenda McKinney,D,State Representative - District 158 - Missouri House of Representatives,A,McKinney in the House,October Quarterly Report,2020,Full Disclosure,1568.5,1678.85,0.0,0.0,1678.85,0.0,3247.35,933.76,170.0,0.0,0.0,170.0,1103.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.74,1678.85,170.0,0.0,170.0,1853.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190870,Cupps for House,Scott Cupps,R,State Representative - District 158 - Missouri House of Representatives,A,Cupps for House,October Quarterly Report,2020,Full Disclosure,0.0,6749.26,0.0,0.0,6749.26,0.0,6749.26,0.0,3664.0,0.0,0.0,3664.0,3664.0,0.0,2050.0,0.0,0.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1964.74,6749.26,5714.0,0.0,5714.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171315,Dirk Deaton For Missouri,Dirk Deaton,R,State Representative - District 159 - Missouri House of Representatives,A,Dirk Deaton For Missouri,October Quarterly Report,2020,Full Disclosure,35016.0,6850.0,0.0,10.62,6860.62,0.0,41876.62,21872.98,402.28,0.0,0.0,402.28,22275.26,7083.0,0.0,0.0,0.0,0.0,7083.0,0.0,0.0,0.0,0.0,10693.75,6860.62,402.28,0.0,402.28,17152.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190882,Chris Brown for Missouri House,Chris Brown,R,State Representative - District 16 - Missouri House of Representatives,A,Chris Brown for Missouri House,October Quarterly Report,2020,Full Disclosure,20721.0,10376.0,0.0,0.0,10376.0,0.0,31097.0,7883.12,3312.63,0.0,0.0,3312.63,11195.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12837.3,10376.0,3312.63,0.0,3312.63,19900.67,5400.0,0.0,0.0,0.0,0.0,0.0,5400.0
C190883,The Committee to Elect James Shackelford,James Shackelford,D,State Representative - District 16 - Missouri House of Representatives,A,The Committee to Elect James Shackelford,October Quarterly Report,2020,Full Disclosure,47928.81,22063.85,0.0,0.0,22200.21,136.36,70129.02,20651.36,4006.21,0.0,0.0,4006.21,24657.57,70.0,25.0,0.0,0.0,25.0,95.0,0.0,0.0,0.0,0.0,25539.95,22063.85,4031.21,0.0,4031.21,43572.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201194,Angela Thomas District 160,Angela Thomas,D,State Representative - District 160 - Missouri House of Representatives,A,Angela Thomas District 160,October Quarterly Report,2020,Full Disclosure,700.0,3407.25,0.0,0.0,3407.25,0.0,4107.25,417.59,1541.26,0.0,0.0,1541.26,1958.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.41,3407.25,1541.26,0.0,1541.26,2148.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171176,Elect Ben Baker,Ben Baker,R,State Representative - District 160 - Missouri House of Representatives,A,Elect Ben Baker,October Quarterly Report,2020,Full Disclosure,74545.79,4048.7,0.0,0.0,4048.7,0.0,78594.49,55410.42,1035.98,0.0,0.0,1035.98,56446.4,8200.0,0.0,0.0,0.0,0.0,8200.0,0.0,0.0,0.0,0.0,8044.83,4048.7,1035.98,0.0,1035.98,11057.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171146,Friends Of Lane Roberts,Lane Roberts,R,State Representative - District 161 - Missouri House of Representatives,A,Friends Of Lane Roberts,October Quarterly Report,2020,Full Disclosure,11971.25,10150.0,0.0,0.0,10150.0,0.0,22121.25,814.46,3511.77,0.0,0.0,3511.77,4326.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13372.8,10150.0,3511.77,0.0,3511.77,20011.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180117,Committee To Elect Bob Bromley,Robert Bromley,R,State Representative - District 162 - Missouri House of Representatives,A,Committee To Elect Bob Bromley,October Quarterly Report,2020,Full Disclosure,31975.0,1900.0,0.0,0.0,1900.0,0.0,33875.0,3289.45,369.0,0.0,0.0,369.0,3658.45,8300.0,0.0,0.0,0.0,0.0,8300.0,0.0,0.0,0.0,0.0,3111.6,1900.0,369.0,0.0,369.0,4642.6,23000.0,0.0,0.0,0.0,0.0,0.0,23000.0
C201235,Empower Missourians Hailey,Aaron Hailey,D,State Representative - District 163 - Missouri House of Representatives,A,Empower Missourians Hailey,October Quarterly Report,2020,Full Disclosure,0.0,758.24,0.0,0.0,758.24,0.0,758.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,758.24,0.0,0.0,0.0,858.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C161051,Missourians For Cody Smith,David Smith,R,State Representative - District 163 - Missouri House of Representatives,A,Missourians For Cody Smith,October Quarterly Report,2020,Full Disclosure,256493.65,34542.0,0.0,0.0,34617.0,75.0,291110.65,129031.1,4184.36,0.0,0.0,4184.36,133215.46,36676.7,0.0,0.0,0.0,0.0,36676.7,0.0,0.0,0.0,0.0,100849.08,34542.0,4184.36,0.0,4184.36,131206.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C191037,Vircks Election Committee,Brandt Vircks,R,State Representative - District 17 - Missouri House of Representatives,A,Vircks Election Committee,October Quarterly Report,2020,Full Disclosure,2621.0,757.0,0.0,0.0,757.0,0.0,3378.0,1697.79,584.3,0.0,0.0,584.3,2282.09,0.0,0.0,0.0,0.0,0.0,0.0,308.76,0.0,0.0,308.76,1136.97,757.0,0.0,893.06,893.06,1000.91,2308.76,0.0,0.0,0.0,308.76,0.0,2000.0
C161210,Friends Of Mark Ellebracht,Mark Ellebracht,D,State Representative - District 17 - Missouri House of Representatives,A,Friends Of Mark Ellebracht,October Quarterly Report,2020,Full Disclosure,64361.25,25536.41,0.0,0.0,25536.41,0.0,89897.66,42701.84,11967.78,0.0,7000.0,18967.78,61669.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24226.56,25536.41,11967.78,0.0,11967.78,37795.19,0.0,0.0,7000.0,0.0,0.0,0.0,7000.0
C180114,Rogers For Missouri,Wesley Rogers,D,State Representative - District 18 - Missouri House of Representatives,A,Rogers For Missouri,October Quarterly Report,2020,Full Disclosure,40146.18,11551.0,0.0,770.0,12321.0,0.0,52467.18,11327.39,774.85,0.0,0.0,774.85,12102.24,9561.0,5001.0,0.0,0.0,5001.0,14562.0,0.0,0.0,0.0,0.0,20520.02,12321.0,5775.85,0.0,5775.85,27065.17,500.0,0.0,0.0,0.0,0.0,0.0,500.0
C161001,Ingrid Burnett For Missouri,INGRID BURNETT,D,State Representative - District 19 - Missouri House of Representatives,A,Ingrid Burnett For Missouri,October Quarterly Report,2020,Full Disclosure,47246.83,4460.18,0.0,0.0,4460.18,0.0,51707.01,53909.04,426.28,0.0,0.0,426.28,54335.32,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1047.37,4460.18,426.28,0.0,426.28,5081.27,10500.0,0.0,0.0,0.0,0.0,0.0,10500.0
C131144,CITIZENS FOR EGGLESTON,J EGGLESTON,R,State Representative - District 2 - Missouri House of Representatives,A,CITIZENS FOR EGGLESTON,October Quarterly Report,2020,Full Disclosure,21946.0,2750.0,0.0,0.0,2750.0,0.0,24696.0,3904.63,285.6,0.0,0.0,285.6,4190.23,5136.0,0.0,0.0,0.0,0.0,5136.0,0.0,0.0,0.0,0.0,51740.7,2750.0,285.6,0.0,285.6,54205.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201163,Mindi Smith for Missouri,Mindi Smith,D,State Representative - District 2 - Missouri House of Representatives,A,Mindi Smith for Missouri,October Quarterly Report,2020,Full Disclosure,3478.83,238.41,0.0,0.0,238.41,0.0,3717.24,1365.21,793.19,0.0,0.0,793.19,2158.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.62,238.41,793.19,0.0,793.19,1196.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C141233,Bill Kidd For Missouri,Bill Kidd,R,State Representative - District 20 - Missouri House of Representatives,A,Bill Kidd For Missouri,October Quarterly Report,2020,Full Disclosure,30309.3,8546.0,0.0,0.0,8546.0,0.0,38855.3,26662.7,43899.37,0.0,0.0,43899.37,70562.07,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,316.25,316.25,55780.77,8546.0,44215.62,0.0,44215.62,20111.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171292,Committee To Elect Robert Sauls,Robert Sauls,D,State Representative - District 21 - Missouri House of Representatives,A,Committee To Elect Robert Sauls,October Quarterly Report,2020,Full Disclosure,76351.99,20562.41,0.0,0.0,20562.41,0.0,96914.4,46001.9,6445.51,0.0,0.0,6445.51,52447.41,6250.0,0.0,0.0,0.0,0.0,6250.0,0.0,0.0,0.0,0.0,25531.23,20562.41,6445.51,0.0,6445.51,39648.13,1471.14,0.0,0.0,0.0,0.0,0.0,1471.14
C201370E,Vicki Riley,Vicki Riley,R,State Representative - District 21 - Missouri House of Representatives,A,Vicki Riley,October Quarterly Report,2020,Limited Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C190970,Committee to Elect Yolanda Young,Yolanda Young,D,State Representative - District 22 - Missouri House of Representatives,A,Committee to Elect Yolanda Young,October Quarterly Report,2020,Full Disclosure,7390.23,1756.41,0.0,0.0,1756.41,0.0,9146.64,8125.18,178.0,0.0,0.0,178.0,8303.18,0.0,250.0,0.0,0.0,250.0,250.0,600.0,0.0,0.0,600.0,957.25,1756.41,1000.0,28.0,1028.0,1685.66,1200.0,0.0,0.0,0.0,600.0,0.0,600.0
C201358,Michael L Johnson for State Rep,Michael Johnson,D,State Representative - District 23 - Missouri House of Representatives,A,Michael L Johnson for State Rep,October Quarterly Report,2020,Full Disclosure,9506.24,1331.41,0.0,0.0,1331.41,0.0,10837.65,1145.68,292.32,0.0,0.0,292.32,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8360.56,1331.41,292.32,0.0,292.32,9399.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190807,Emily Weber For Missouri,Emily Weber,D,State Representative - District 24 - Missouri House of Representatives,A,Emily Weber For Missouri,October Quarterly Report,2020,Full Disclosure,31445.47,7190.18,0.0,0.0,7190.18,0.0,38635.65,25603.8,2712.7,0.0,0.0,2712.7,28316.5,0.0,450.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,5423.0,7190.18,3162.7,0.0,3162.7,9450.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190852,Voters for Patty Lewis,Patricia Lewis,D,State Representative - District 25 - Missouri House of Representatives,A,Voters for Patty Lewis,October Quarterly Report,2020,Full Disclosure,72139.03,6055.18,0.0,0.0,6055.18,0.0,78194.21,62323.66,185.75,0.0,0.0,185.75,62509.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6875.97,6055.18,185.75,0.0,185.75,12745.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180242,Manlove For Missouri,Ashley Manlove,D,State Representative - District 26 - Missouri House of Representatives,A,Manlove For Missouri,October Quarterly Report,2020,Full Disclosure,55455.04,5416.77,0.0,0.0,5416.77,0.0,60871.81,45098.1,2358.05,0.0,0.0,2358.05,47456.15,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,9416.37,5416.77,2358.05,0.0,2358.05,12475.09,4730.0,0.0,0.0,0.0,0.0,0.0,4730.0
C161160,Friends Of Richard Brown,Richard Brown,D,State Representative - District 27 - Missouri House of Representatives,A,Friends Of Richard Brown,October Quarterly Report,2020,Full Disclosure,72992.25,4459.61,0.0,0.0,4459.61,0.0,77451.86,12126.63,0.0,0.0,0.0,0.0,12126.63,1250.0,500.0,0.0,0.0,500.0,1750.0,0.0,0.0,250.0,250.0,6948.69,4459.61,750.0,0.0,750.0,10658.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C161086,Barnes For State Representative - Dist 28th,JEROME BARNES,D,State Representative - District 28 - Missouri House of Representatives,A,Barnes For State Representative - Dist 28th,October Quarterly Report,2020,Full Disclosure,11771.67,2060.18,0.0,0.0,2060.18,0.0,13831.85,2034.46,21.98,0.0,171.98,193.96,2228.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16394.97,2060.18,21.98,0.0,21.98,18433.17,2360.0,0.0,171.98,0.0,0.0,0.0,2531.98
C151158,Friends Of Rory Rowland,RORY ROWLAND,D,State Representative - District 29 - Missouri House of Representatives,A,Friends Of Rory Rowland,October Quarterly Report,2020,Full Disclosure,139104.39,4356.41,0.0,0.0,4356.41,0.0,143460.8,27215.21,153.95,0.0,0.0,153.95,27369.16,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,14620.34,4356.41,153.95,0.0,153.95,18822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201478E,Richard Mckie,Richard Mckie,,State Representative - District 29 - Missouri House of Representatives,A,Richard Mckie,October Quarterly Report,2020,Limited Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C180106,Danny Busick 4 Rural MO,Danny Busick,R,State Representative - District 3 - Missouri House of Representatives,A,Danny Busick 4 Rural MO,October Quarterly Report,2020,Full Disclosure,5050.0,250.0,0.0,0.0,250.0,0.0,5300.0,2918.78,402.8,0.0,0.0,402.8,3321.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.69,250.0,402.8,0.0,402.8,2357.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201353,ArtSchaaf4MO30,Arthur Schaaf,D,State Representative - District 30 - Missouri House of Representatives,A,ArtSchaaf4MO30,October Quarterly Report,2020,Full Disclosure,5090.0,3732.21,0.0,0.0,3732.21,0.0,8822.21,1006.63,683.44,0.0,0.0,683.44,1690.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.87,3732.21,533.44,150.0,683.44,6788.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C161393,Patterson For Missouri,JONATHAN PATTERSON,R,State Representative - District 30 - Missouri House of Representatives,A,Patterson For Missouri,October Quarterly Report,2020,Full Disclosure,82150.33,21709.0,0.0,0.0,21794.56,85.56,103944.89,26309.0,1549.3,0.0,0.0,1549.3,27858.3,22000.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,102168.89,21709.0,1549.3,0.0,1549.3,122328.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201165,Dolan for Missouri,Rhonda Dolan,D,State Representative - District 31 - Missouri House of Representatives,A,Dolan for Missouri,October Quarterly Report,2020,Full Disclosure,33622.67,26704.18,0.0,0.0,26704.18,0.0,60326.85,7739.26,6698.7,0.0,0.0,6698.7,14437.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24795.17,26704.18,6698.7,0.0,6698.7,44800.65,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0
C171245,Citizens For Jeff Coleman,Jeff Coleman,R,State Representative - District 32 - Missouri House of Representatives,A,Citizens For Jeff Coleman,October Quarterly Report,2020,Full Disclosure,60273.95,14283.0,0.0,0.0,14283.0,0.0,74556.95,48885.61,7314.73,0.0,0.0,7314.73,56200.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9836.59,14283.0,7314.73,0.0,7314.73,16804.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201219,Sander for Missouri,Chris Sander,R,State Representative - District 33 - Missouri House of Representatives,A,Sander for Missouri,October Quarterly Report,2020,Full Disclosure,27239.73,308.33,0.0,0.0,308.33,0.0,27548.06,17452.41,1713.83,0.0,0.0,1713.83,19166.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9265.92,308.33,1713.83,0.0,1713.83,7860.42,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0
C201290,Chris Hager for Missouri,Chris Hager,D,State Representative - District 34 - Missouri House of Representatives,A,Chris Hager for Missouri,October Quarterly Report,2020,Full Disclosure,2116.0,10499.65,0.0,0.0,10499.65,0.0,12615.65,89.65,2282.18,0.0,0.0,2282.18,2371.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.35,10499.65,2282.18,0.0,2282.18,9953.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190932,Committee to Elect Rick Roeber to the 34th,Rick Roeber,R,State Representative - District 34 - Missouri House of Representatives,A,Committee to Elect Rick Roeber to the 34th,October Quarterly Report,2020,Full Disclosure,30626.51,3207.0,0.0,0.0,3229.21,22.21,33855.72,4022.81,440.64,0.0,0.0,440.64,4463.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16603.7,3207.0,440.64,0.0,440.64,19370.06,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0
C171130,Committee To Elect Keri Ingle,Keri Ingle,D,State Representative - District 35 - Missouri House of Representatives,A,Committee To Elect Keri Ingle,October Quarterly Report,2020,Full Disclosure,68355.89,27245.33,0.0,0.0,27245.33,0.0,95601.22,28290.51,3134.26,0.0,0.0,3134.26,31424.77,400.0,500.0,0.0,0.0,500.0,900.0,0.0,0.0,0.0,0.0,45919.85,27245.33,3634.26,0.0,3634.26,69530.92,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0
C190938,Sharp for House,Mark Sharp,D,State Representative - District 36 - Missouri House of Representatives,A,Sharp for House,October Quarterly Report,2020,Full Disclosure,2209.0,6606.41,0.0,0.0,6606.41,0.0,8815.41,2571.6,1217.98,0.0,0.0,1217.98,3789.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.19,6606.41,1217.98,0.0,1217.98,6139.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201317,Friends of Nola Wood,Nola Wood,R,State Representative - District 36 - Missouri House of Representatives,A,Friends of Nola Wood,October Quarterly Report,2020,Full Disclosure,0.0,250.0,0.0,0.0,250.0,0.0,250.0,0.0,505.11,0.0,0.0,505.11,505.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.01,250.0,505.11,0.0,505.11,1621.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201115,Citizens for Annette Turnbaugh,Annette Turnbaugh,D,State Representative - District 37 - Missouri House of Representatives,A,Citizens for Annette Turnbaugh,October Quarterly Report,2020,Full Disclosure,13075.0,17794.67,0.0,0.0,17794.67,0.0,30869.67,2428.45,4311.93,0.0,1325.0,5636.93,8065.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646.55,17794.67,4311.93,0.0,4311.93,24129.29,0.0,0.0,1325.0,0.0,0.0,0.0,1325.0
C191018,Boyd For Missouri,John Boyd,R,State Representative - District 37 - Missouri House of Representatives,A,Boyd For Missouri,October Quarterly Report,2020,Full Disclosure,6601.15,228.33,0.0,0.0,597.57,369.24,7198.72,3448.77,183.09,0.0,0.0,183.09,3631.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.23,228.33,183.09,0.0,183.09,1494.47,2700.0,0.0,0.0,0.0,0.0,0.0,2700.0
C171068,Citizens To Elect Doug Richey,Doug Richey,R,State Representative - District 38 - Missouri House of Representatives,A,Citizens To Elect Doug Richey,October Quarterly Report,2020,Full Disclosure,30959.24,4400.0,0.0,0.0,4400.0,0.0,35359.24,2632.32,1312.15,0.0,0.0,1312.15,3944.47,18001.0,0.0,0.0,0.0,0.0,18001.0,0.0,0.0,0.0,0.0,11355.04,4400.0,1312.15,0.0,1312.15,14442.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
